Race_and_Ethnicity,Sex,S&E_Fields,Broad_Fields,Detailed_Fields,Year,Number
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,2005,16
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,2005,1
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Economics,2005,1
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,2005,3
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,2005,2
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,2005,4
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2005,2
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,2005,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,2005,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,2005,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2005,1
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,2005,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,2005,1
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,2005,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,2005,2
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,2005,11
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,2005,8
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,2005,
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,2005,5
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,2005,5
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,2005,6
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,2005,1
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,2005,12
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,2005,11
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,2005,1
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Communication,2005,1
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2005,1
"Other race or race not reported, Not Hispanic or Latino",Unknown sex,Science and engineering,Psychology and social sciences,Psychology,2005,
"Other race or race not reported, Not Hispanic or Latino",Unknown sex,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2005,
"Other race or race not reported, Not Hispanic or Latino",Unknown sex,Non-science and engineering,Other non-S&E,Business management and administration,2005,
Ethnicity not reported,Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,2005,13
Ethnicity not reported,Male,Science and engineering,Life sciences,Biological and biomedical sciences,2005,33
Ethnicity not reported,Male,Science and engineering,Life sciences,Health sciences,2005,8
Ethnicity not reported,Male,Science and engineering,Physical sciences and earth sciences,Chemistry,2005,9
Ethnicity not reported,Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2005,2
Ethnicity not reported,Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2005,15
Ethnicity not reported,Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2005,11
Ethnicity not reported,Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2005,7
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Psychology,2005,39
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Anthropology,2005,3
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Economics,2005,3
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Political science and government,2005,3
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Sociology,2005,3
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Other social sciences,2005,4
Ethnicity not reported,Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2005,1
Ethnicity not reported,Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,2005,4
Ethnicity not reported,Male,Science and engineering,Engineering,Chemical engineering,2005,4
Ethnicity not reported,Male,Science and engineering,Engineering,Civil engineering,2005,2
Ethnicity not reported,Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2005,4
Ethnicity not reported,Male,Science and engineering,Engineering,Industrial and manufacturing engineering,2005,1
Ethnicity not reported,Male,Science and engineering,Engineering,Materials science engineering,2005,3
Ethnicity not reported,Male,Science and engineering,Engineering,Mechanical engineering,2005,9
Ethnicity not reported,Male,Science and engineering,Engineering,Other engineering,2005,12
Ethnicity not reported,Male,Non-science and engineering,Education,Education administration,2005,16
Ethnicity not reported,Male,Non-science and engineering,Education,Education research,2005,5
Ethnicity not reported,Male,Non-science and engineering,Education,Teacher education,2005,1
Ethnicity not reported,Male,Non-science and engineering,Education,Teaching fields,2005,1
Ethnicity not reported,Male,Non-science and engineering,Education,Other education,2005,12
Ethnicity not reported,Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,2005,3
Ethnicity not reported,Male,Non-science and engineering,Humanities and arts,History,2005,12
Ethnicity not reported,Male,Non-science and engineering,Humanities and arts,Letters,2005,8
Ethnicity not reported,Male,Non-science and engineering,Humanities and arts,Other humanities and arts,2005,13
Ethnicity not reported,Male,Non-science and engineering,Other non-S&E,Business management and administration,2005,8
Ethnicity not reported,Male,Non-science and engineering,Other non-S&E,Communication,2005,
Ethnicity not reported,Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2005,1
Ethnicity not reported,Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,2005,4
Ethnicity not reported,Female,Science and engineering,Life sciences,Biological and biomedical sciences,2005,23
Ethnicity not reported,Female,Science and engineering,Life sciences,Health sciences,2005,19
Ethnicity not reported,Female,Science and engineering,Physical sciences and earth sciences,Chemistry,2005,1
Ethnicity not reported,Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2005,2
Ethnicity not reported,Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2005,
Ethnicity not reported,Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2005,2
Ethnicity not reported,Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2005,2
Ethnicity not reported,Female,Science and engineering,Psychology and social sciences,Psychology,2005,82
Ethnicity not reported,Female,Science and engineering,Psychology and social sciences,Anthropology,2005,3
Ethnicity not reported,Female,Science and engineering,Psychology and social sciences,Economics,2005,
Ethnicity not reported,Female,Science and engineering,Psychology and social sciences,Political science and government,2005,3
Ethnicity not reported,Female,Science and engineering,Psychology and social sciences,Sociology,2005,3
Ethnicity not reported,Female,Science and engineering,Psychology and social sciences,Other social sciences,2005,8
Ethnicity not reported,Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2005,
Ethnicity not reported,Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,2005,
Ethnicity not reported,Female,Science and engineering,Engineering,Chemical engineering,2005,1
Ethnicity not reported,Female,Science and engineering,Engineering,Civil engineering,2005,2
Ethnicity not reported,Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2005,2
Ethnicity not reported,Female,Science and engineering,Engineering,Industrial and manufacturing engineering,2005,
Ethnicity not reported,Female,Science and engineering,Engineering,Materials science engineering,2005,
Ethnicity not reported,Female,Science and engineering,Engineering,Mechanical engineering,2005,
Ethnicity not reported,Female,Science and engineering,Engineering,Other engineering,2005,3
Ethnicity not reported,Female,Non-science and engineering,Education,Education administration,2005,29
Ethnicity not reported,Female,Non-science and engineering,Education,Education research,2005,16
Ethnicity not reported,Female,Non-science and engineering,Education,Teacher education,2005,3
Ethnicity not reported,Female,Non-science and engineering,Education,Teaching fields,2005,7
Ethnicity not reported,Female,Non-science and engineering,Education,Other education,2005,23
Ethnicity not reported,Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,2005,6
Ethnicity not reported,Female,Non-science and engineering,Humanities and arts,History,2005,10
Ethnicity not reported,Female,Non-science and engineering,Humanities and arts,Letters,2005,13
Ethnicity not reported,Female,Non-science and engineering,Humanities and arts,Other humanities and arts,2005,14
Ethnicity not reported,Female,Non-science and engineering,Other non-S&E,Business management and administration,2005,6
Ethnicity not reported,Female,Non-science and engineering,Other non-S&E,Communication,2005,2
Ethnicity not reported,Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2005,6
Ethnicity not reported,Unknown sex,Science and engineering,Life sciences,Agricultural sciences and natural resources,2005,
Ethnicity not reported,Unknown sex,Science and engineering,Life sciences,Biological and biomedical sciences,2005,
Ethnicity not reported,Unknown sex,Science and engineering,Life sciences,Health sciences,2005,
Ethnicity not reported,Unknown sex,Science and engineering,Physical sciences and earth sciences,Chemistry,2005,
Ethnicity not reported,Unknown sex,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2005,
Ethnicity not reported,Unknown sex,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2005,
Ethnicity not reported,Unknown sex,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2005,
Ethnicity not reported,Unknown sex,Science and engineering,Psychology and social sciences,Psychology,2005,
Ethnicity not reported,Unknown sex,Science and engineering,Psychology and social sciences,Political science and government,2005,
Ethnicity not reported,Unknown sex,Science and engineering,Psychology and social sciences,Other social sciences,2005,
Ethnicity not reported,Unknown sex,Science and engineering,Engineering,Chemical engineering,2005,
Ethnicity not reported,Unknown sex,Science and engineering,Engineering,Mechanical engineering,2005,
Ethnicity not reported,Unknown sex,Science and engineering,Engineering,Other engineering,2005,
Ethnicity not reported,Unknown sex,Non-science and engineering,Education,Education administration,2005,
Ethnicity not reported,Unknown sex,Non-science and engineering,Education,Education research,2005,
Ethnicity not reported,Unknown sex,Non-science and engineering,Education,Teacher education,2005,
Ethnicity not reported,Unknown sex,Non-science and engineering,Education,Other education,2005,
Ethnicity not reported,Unknown sex,Non-science and engineering,Humanities and arts,Letters,2005,
Ethnicity not reported,Unknown sex,Non-science and engineering,Humanities and arts,Other humanities and arts,2005,
Ethnicity not reported,Unknown sex,Non-science and engineering,Other non-S&E,Business management and administration,2005,
Ethnicity/Race not available,Male,Science and engineering,Life sciences,Detailed field unavailable,2005,1376
Ethnicity/Race not available,Male,Science and engineering,Physical sciences and earth sciences,Detailed field unavailable,2005,1356
Ethnicity/Race not available,Male,Science and engineering,Mathematics and computer sciences,Detailed field unavailable,2005,934
Ethnicity/Race not available,Male,Science and engineering,Psychology and social sciences,Detailed field unavailable,2005,917
Ethnicity/Race not available,Male,Science and engineering,Engineering,Detailed field unavailable,2005,3117
Ethnicity/Race not available,Male,Non-science and engineering,Education,Detailed field unavailable,2005,216
Ethnicity/Race not available,Male,Non-science and engineering,Humanities and arts,Detailed field unavailable,2005,398
Ethnicity/Race not available,Male,Non-science and engineering,Other non-S&E,Detailed field unavailable,2005,435
Ethnicity/Race not available,Female,Science and engineering,Life sciences,Detailed field unavailable,2005,1176
Ethnicity/Race not available,Female,Science and engineering,Physical sciences and earth sciences,Detailed field unavailable,2005,432
Ethnicity/Race not available,Female,Science and engineering,Mathematics and computer sciences,Detailed field unavailable,2005,265
Ethnicity/Race not available,Female,Science and engineering,Psychology and social sciences,Detailed field unavailable,2005,547
Ethnicity/Race not available,Female,Science and engineering,Engineering,Detailed field unavailable,2005,638
Ethnicity/Race not available,Female,Non-science and engineering,Education,Detailed field unavailable,2005,320
Ethnicity/Race not available,Female,Non-science and engineering,Humanities and arts,Detailed field unavailable,2005,407
Ethnicity/Race not available,Female,Non-science and engineering,Other non-S&E,Detailed field unavailable,2005,294
Ethnicity/Race not available,Unknown sex,Science and engineering,Life sciences,Detailed field unavailable,2005,1
Ethnicity/Race not available,Unknown sex,Science and engineering,Physical sciences and earth sciences,Detailed field unavailable,2005,
Ethnicity/Race not available,Unknown sex,Science and engineering,Mathematics and computer sciences,Detailed field unavailable,2005,1
Ethnicity/Race not available,Unknown sex,Science and engineering,Psychology and social sciences,Detailed field unavailable,2005,
Ethnicity/Race not available,Unknown sex,Science and engineering,Engineering,Detailed field unavailable,2005,1
Ethnicity/Race not available,Unknown sex,Non-science and engineering,Education,Detailed field unavailable,2005,
Ethnicity/Race not available,Unknown sex,Non-science and engineering,Humanities and arts,Detailed field unavailable,2005,1
Ethnicity/Race not available,Unknown sex,Non-science and engineering,Other non-S&E,Detailed field unavailable,2005,
Ethnicity/Race not available,Male,Science and engineering,Life sciences,Detailed field unavailable,2005,237
Ethnicity/Race not available,Male,Science and engineering,Physical sciences and earth sciences,Detailed field unavailable,2005,168
Ethnicity/Race not available,Male,Science and engineering,Mathematics and computer sciences,Detailed field unavailable,2005,91
Ethnicity/Race not available,Male,Science and engineering,Psychology and social sciences,Detailed field unavailable,2005,195
Ethnicity/Race not available,Male,Science and engineering,Engineering,Detailed field unavailable,2005,301
Ethnicity/Race not available,Male,Non-science and engineering,Education,Detailed field unavailable,2005,158
Ethnicity/Race not available,Male,Non-science and engineering,Humanities and arts,Detailed field unavailable,2005,167
Ethnicity/Race not available,Male,Non-science and engineering,Other non-S&E,Detailed field unavailable,2005,85
Ethnicity/Race not available,Female,Science and engineering,Life sciences,Detailed field unavailable,2005,226
Ethnicity/Race not available,Female,Science and engineering,Physical sciences and earth sciences,Detailed field unavailable,2005,57
Ethnicity/Race not available,Female,Science and engineering,Mathematics and computer sciences,Detailed field unavailable,2005,28
Ethnicity/Race not available,Female,Science and engineering,Psychology and social sciences,Detailed field unavailable,2005,233
Ethnicity/Race not available,Female,Science and engineering,Engineering,Detailed field unavailable,2005,65
Ethnicity/Race not available,Female,Non-science and engineering,Education,Detailed field unavailable,2005,268
Ethnicity/Race not available,Female,Non-science and engineering,Humanities and arts,Detailed field unavailable,2005,173
Ethnicity/Race not available,Female,Non-science and engineering,Other non-S&E,Detailed field unavailable,2005,96
Ethnicity/Race not available,Unknown sex,Science and engineering,Life sciences,Detailed field unavailable,2005,12
Ethnicity/Race not available,Unknown sex,Science and engineering,Physical sciences and earth sciences,Detailed field unavailable,2005,2
Ethnicity/Race not available,Unknown sex,Science and engineering,Mathematics and computer sciences,Detailed field unavailable,2005,4
Ethnicity/Race not available,Unknown sex,Science and engineering,Psychology and social sciences,Detailed field unavailable,2005,5
Ethnicity/Race not available,Unknown sex,Science and engineering,Engineering,Detailed field unavailable,2005,16
Ethnicity/Race not available,Unknown sex,Non-science and engineering,Education,Detailed field unavailable,2005,10
Ethnicity/Race not available,Unknown sex,Non-science and engineering,Humanities and arts,Detailed field unavailable,2005,5
Ethnicity/Race not available,Unknown sex,Non-science and engineering,Other non-S&E,Detailed field unavailable,2005,6
Hispanic or Latino,Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,2004,6
Hispanic or Latino,Male,Science and engineering,Life sciences,Biological and biomedical sciences,2004,84
Hispanic or Latino,Male,Science and engineering,Life sciences,Health sciences,2004,9
Hispanic or Latino,Male,Science and engineering,Physical sciences and earth sciences,Chemistry,2004,22
Hispanic or Latino,Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2004,7
Hispanic or Latino,Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2004,16
Hispanic or Latino,Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2004,10
Hispanic or Latino,Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2004,19
Hispanic or Latino,Male,Science and engineering,Psychology and social sciences,Psychology,2004,56
Hispanic or Latino,Male,Science and engineering,Psychology and social sciences,Anthropology,2004,13
Hispanic or Latino,Male,Science and engineering,Psychology and social sciences,Economics,2004,8
Hispanic or Latino,Male,Science and engineering,Psychology and social sciences,Political science and government,2004,16
Hispanic or Latino,Male,Science and engineering,Psychology and social sciences,Sociology,2004,11
Hispanic or Latino,Male,Science and engineering,Psychology and social sciences,Other social sciences,2004,14
Hispanic or Latino,Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2004,3
Hispanic or Latino,Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,2004,3
Hispanic or Latino,Male,Science and engineering,Engineering,Chemical engineering,2004,7
Hispanic or Latino,Male,Science and engineering,Engineering,Civil engineering,2004,14
Hispanic or Latino,Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2004,12
Hispanic or Latino,Male,Science and engineering,Engineering,Industrial and manufacturing engineering,2004,3
Hispanic or Latino,Male,Science and engineering,Engineering,Materials science engineering,2004,5
Hispanic or Latino,Male,Science and engineering,Engineering,Mechanical engineering,2004,8
Hispanic or Latino,Male,Science and engineering,Engineering,Other engineering,2004,12
Hispanic or Latino,Male,Non-science and engineering,Education,Education administration,2004,41
Hispanic or Latino,Male,Non-science and engineering,Education,Education research,2004,41
Hispanic or Latino,Male,Non-science and engineering,Education,Teacher education,2004,1
Hispanic or Latino,Male,Non-science and engineering,Education,Teaching fields,2004,6
Hispanic or Latino,Male,Non-science and engineering,Education,Other education,2004,7
Hispanic or Latino,Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,2004,32
Hispanic or Latino,Male,Non-science and engineering,Humanities and arts,History,2004,18
Hispanic or Latino,Male,Non-science and engineering,Humanities and arts,Letters,2004,17
Hispanic or Latino,Male,Non-science and engineering,Humanities and arts,Other humanities and arts,2004,41
Hispanic or Latino,Male,Non-science and engineering,Other non-S&E,Business management and administration,2004,19
Hispanic or Latino,Male,Non-science and engineering,Other non-S&E,Communication,2004,6
Hispanic or Latino,Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2004,10
Hispanic or Latino,Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,2004,11
Hispanic or Latino,Female,Science and engineering,Life sciences,Biological and biomedical sciences,2004,108
Hispanic or Latino,Female,Science and engineering,Life sciences,Health sciences,2004,37
Hispanic or Latino,Female,Science and engineering,Physical sciences and earth sciences,Chemistry,2004,21
Hispanic or Latino,Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2004,5
Hispanic or Latino,Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2004,3
Hispanic or Latino,Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2004,3
Hispanic or Latino,Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2004,7
Hispanic or Latino,Female,Science and engineering,Psychology and social sciences,Psychology,2004,116
Hispanic or Latino,Female,Science and engineering,Psychology and social sciences,Anthropology,2004,22
Hispanic or Latino,Female,Science and engineering,Psychology and social sciences,Economics,2004,2
Hispanic or Latino,Female,Science and engineering,Psychology and social sciences,Political science and government,2004,4
Hispanic or Latino,Female,Science and engineering,Psychology and social sciences,Sociology,2004,16
Hispanic or Latino,Female,Science and engineering,Psychology and social sciences,Other social sciences,2004,21
Hispanic or Latino,Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2004,
Hispanic or Latino,Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,2004,3
Hispanic or Latino,Female,Science and engineering,Engineering,Chemical engineering,2004,4
Hispanic or Latino,Female,Science and engineering,Engineering,Civil engineering,2004,3
Hispanic or Latino,Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2004,2
Hispanic or Latino,Female,Science and engineering,Engineering,Industrial and manufacturing engineering,2004,
Hispanic or Latino,Female,Science and engineering,Engineering,Materials science engineering,2004,1
Hispanic or Latino,Female,Science and engineering,Engineering,Mechanical engineering,2004,2
Hispanic or Latino,Female,Science and engineering,Engineering,Other engineering,2004,6
Hispanic or Latino,Female,Non-science and engineering,Education,Education administration,2004,54
Hispanic or Latino,Female,Non-science and engineering,Education,Education research,2004,88
Hispanic or Latino,Female,Non-science and engineering,Education,Teacher education,2004,10
Hispanic or Latino,Female,Non-science and engineering,Education,Teaching fields,2004,12
Hispanic or Latino,Female,Non-science and engineering,Education,Other education,2004,13
Hispanic or Latino,Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,2004,46
Hispanic or Latino,Female,Non-science and engineering,Humanities and arts,History,2004,15
Hispanic or Latino,Female,Non-science and engineering,Humanities and arts,Letters,2004,24
Hispanic or Latino,Female,Non-science and engineering,Humanities and arts,Other humanities and arts,2004,21
Hispanic or Latino,Female,Non-science and engineering,Other non-S&E,Business management and administration,2004,11
Hispanic or Latino,Female,Non-science and engineering,Other non-S&E,Communication,2004,3
Hispanic or Latino,Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2004,11
Hispanic or Latino,Unknown sex,Science and engineering,Life sciences,Agricultural sciences and natural resources,2004,
Hispanic or Latino,Unknown sex,Science and engineering,Psychology and social sciences,Psychology,2004,
Hispanic or Latino,Unknown sex,Non-science and engineering,Education,Teaching fields,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,2004,2
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,2004,9
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,2004,4
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2004,4
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2004,2
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,2004,3
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Anthropology,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Economics,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,2004,2
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Civil engineering,2004,2
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Industrial and manufacturing engineering,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,2004,2
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,2004,8
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,2004,4
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,2004,1
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,2004,1
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,2004,1
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,2004,1
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,2004,3
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,2004,2
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,2004,3
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Communication,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2004,1
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,2004,1
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,2004,4
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,2004,3
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2004,1
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,2004,9
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,2004,2
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Economics,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,2004,1
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,2004,4
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,2004,1
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,2004,1
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,2004,
