Race_and_Ethnicity,Sex,S&E_Fields,Broad_Fields,Detailed_Fields,Year,Number
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Anthropology,1998,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,1998,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1998,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,1998,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,1998,5.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,1998,10.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,1998,8.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,1998,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,1998,5.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,1998,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,1998,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,1998,3.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,1998,4.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,1998,6.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,1998,7.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1998,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,1998,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,1998,6.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,1998,3.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,1998,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1998,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1998,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,1998,18.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,1998,3.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,1998,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,1998,4.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,1998,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,1998,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,1998,3.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,1998,7.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,1998,11.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,1998,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,1998,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,1998,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,1998,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,1998,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,1998,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,1998,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,1998,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Communication,1998,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1998,5.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,1998,37.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,1998,370.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,1998,35.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,1998,135.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1998,32.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1998,94.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1998,68.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1998,45.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,1998,29.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Anthropology,1998,8.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Economics,1998,49.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,1998,13.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,1998,10.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,1998,33.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",1998,13.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,1998,25.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,1998,39.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Civil engineering,1998,28.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1998,136.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Industrial and manufacturing engineering,1998,9.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,1998,33.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,1998,71.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,1998,103.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,1998,15.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,1998,27.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,1998,5.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,1998,12.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,1998,10.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,1998,7.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,1998,17.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,1998,14.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,1998,53.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,1998,50.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Communication,1998,5.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1998,10.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,1998,29.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,1998,292.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,1998,48.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,1998,74.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1998,13.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1998,29.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1998,23.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1998,27.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,1998,84.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,1998,10.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Economics,1998,28.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,1998,14.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,1998,14.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,1998,33.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,1998,7.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,1998,16.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,1998,5.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1998,27.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,1998,2.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,1998,13.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,1998,10.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,1998,17.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,1998,17.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,1998,54.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,1998,4.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,1998,20.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,1998,11.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,1998,10.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,1998,19.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,1998,36.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,1998,49.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,1998,17.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Communication,1998,9.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1998,19.0
"Asian, Not Hispanic or Latino",Unknown sex,Science and engineering,Life sciences,Biological and biomedical sciences,1998,1.0
"Asian, Not Hispanic or Latino",Unknown sex,Science and engineering,Physical sciences and earth sciences,Chemistry,1998,1.0
"Asian, Not Hispanic or Latino",Unknown sex,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1998,1.0
"Asian, Not Hispanic or Latino",Unknown sex,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1998,1.0
"Asian, Not Hispanic or Latino",Unknown sex,Science and engineering,Engineering,Mechanical engineering,1998,2.0
"Asian, Not Hispanic or Latino",Unknown sex,Non-science and engineering,Education,Other education,1998,2.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,1998,20.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,1998,41.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,1998,14.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,1998,17.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1998,4.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1998,8.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1998,6.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1998,9.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,1998,43.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Anthropology,1998,3.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Economics,1998,13.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,1998,13.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,1998,20.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,1998,31.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",1998,1.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,1998,2.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Civil engineering,1998,6.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1998,18.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Industrial and manufacturing engineering,1998,2.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,1998,7.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,1998,12.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,1998,11.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,1998,95.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,1998,57.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,1998,5.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,1998,19.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,1998,16.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,1998,5.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,1998,19.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,1998,13.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,1998,32.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,1998,31.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Communication,1998,7.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1998,9.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,1998,5.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,1998,70.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,1998,51.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,1998,28.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1998,1.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1998,3.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1998,8.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1998,7.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,1998,115.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,1998,7.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Economics,1998,6.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,1998,19.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,1998,18.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,1998,37.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,1998,1.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,1998,1.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1998,3.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,1998,6.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,1998,3.0
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,1998,8.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,1998,207.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,1998,167.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,1998,18.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,1998,45.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,1998,25.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,1998,17.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,1998,31.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,1998,26.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,1998,15.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Communication,1998,16.0
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1998,29.0
"Black or African American, Not Hispanic or Latino",Unknown sex,Non-science and engineering,Education,Teaching fields,1998,1.0
"White, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,1998,343.0
"White, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,1998,1811.0
"White, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,1998,235.0
"White, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,1998,786.0
"White, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1998,310.0
"White, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1998,673.0
"White, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1998,329.0
"White, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1998,378.0
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,1998,882.0
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Anthropology,1998,114.0
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Economics,1998,258.0
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,1998,277.0
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,1998,130.0
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,1998,305.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",1998,115.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,1998,84.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,1998,213.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Civil engineering,1998,152.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1998,405.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Industrial and manufacturing engineering,1998,58.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,1998,165.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,1998,308.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,1998,362.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,1998,589.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,1998,586.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,1998,62.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,1998,246.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,1998,102.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,1998,141.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,1998,443.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,1998,536.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,1998,844.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,1998,410.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Communication,1998,105.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1998,133.0
"White, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,1998,175.0
"White, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,1998,1438.0
"White, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,1998,694.0
"White, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,1998,344.0
"White, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1998,133.0
"White, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1998,98.0
"White, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1998,84.0
"White, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1998,150.0
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,1998,1764.0
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,1998,159.0
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Economics,1998,108.0
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,1998,173.0
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,1998,205.0
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,1998,291.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",1998,11.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,1998,27.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,1998,44.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,1998,39.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1998,46.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,1998,14.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,1998,27.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,1998,30.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,1998,69.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,1998,840.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,1998,1221.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,1998,174.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,1998,395.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,1998,194.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,1998,229.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,1998,292.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,1998,694.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,1998,601.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,1998,262.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Communication,1998,149.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1998,219.0
"White, Not Hispanic or Latino",Unknown sex,Non-science and engineering,Humanities and arts,Foreign languages and literature,1998,1.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,1998,1.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,1998,3.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,1998,1.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1998,1.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1998,1.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,1998,3.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Economics,1998,2.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,1998,2.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,1998,3.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",1998,1.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,1998,2.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1998,1.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,1998,1.0
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,1998,3.0
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,1998,1.0
